block,timestamp,virtual_price,xcp_profit,price_scale,price_oracle,donation_shares,totalSupply,last_donation_release_ts,donation_protection_expiry_ts,balances_0,balances_1,D
23477514,1759255931,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121109050,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477515,1759255943,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121102475,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477516,1759255955,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121096152,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477517,1759255967,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121089829,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477518,1759255979,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121083506,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477519,1759255991,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121077183,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477520,1759256003,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121071113,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477521,1759256015,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121065296,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477522,1759256027,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121059227,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477523,1759256039,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121053410,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477524,1759256051,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121047593,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477525,1759256063,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121042028,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477526,1759256075,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121036211,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477527,1759256087,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121030647,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477528,1759256099,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121025336,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477529,1759256111,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121019772,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477530,1759256123,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121014461,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477531,1759256135,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121009403,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477532,1759256147,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289121004091,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477533,1759256159,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120999033,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477534,1759256171,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120993975,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477535,1759256183,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120989170,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477536,1759256195,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120984111,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477537,1759256207,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120979306,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477538,1759256219,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120974501,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477539,1759256231,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120969948,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477540,1759256243,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120965396,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477541,1759256255,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120960843,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477542,1759256267,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120956291,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477543,1759256279,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120951738,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477544,1759256291,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120947439,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477545,1759256303,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120943139,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477546,1759256315,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120938840,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477547,1759256327,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120934540,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477548,1759256339,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120930494,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477549,1759256351,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120926447,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477550,1759256363,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120922401,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477551,1759256375,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120918354,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477552,1759256387,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120914560,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
23477553,1759256399,1005287578858892072,1006220205405072542,114399274945065563690966,113993617647289120910514,1031731008559937590,3095781739322395218819,1759226567,1759223857,1032376663872877089479495,937860493,2105243244182795684791706
